Question,Answer,Score
Model that has Implicit Feature Selection?,glmnet (glmnet_h2o),0.9186200969502692
Model that has L1 Regularization?,glmnet (glmnet_h2o),0.7944173293494377
Model that has L2 Regularization?,glmnet (glmnet_h2o),0.9447966801142533
Model that has Linear Classifier?,glmnet (glmnet_h2o),0.7799602959841778
Model that has Linear Regression?,glmnet (glmnet_h2o),0.8654478321762464
Model that has Two Class Only?,glmnet (glmnet_h2o),0.8980446665146347
Model for Classification?,glmnet (glmnet),0.9803739451826909
Model for Regression?,glmnet (glmnet),0.9212966461897283
Generalized Linear Model?,glmnet (glmnet),0.7964366663932141
Model that has Implicit Feature Selection?,glmnet (glmnet),0.9275439863168262
Model that has L1 Regularization?,glmnet (glmnet),0.7529572407834662
Model that has L2 Regularization?,glmnet (glmnet),0.8572493042341367
Model that has Linear Classifier?,glmnet (glmnet),0.8156065600612649
Model that has Linear Regression?,glmnet (glmnet),0.9168480217700924
Model for Classification?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.8033754731946371
Model for Regression?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.849621046883729
What model Accepts Case Weights?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.7131320037893687
Model that has Feature Selection Wrapper?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.9493819445057187
Generalized Linear Model?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.6065397742934227
Model that has Implicit Feature Selection?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.7699832099919772
Model that has Linear Classifier?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.833027718367433
Model that has Two Class Only?,Generalized Linear Model with Stepwise Feature Selection (glmStepAIC),0.779610024262448
Model for Classification?,Generalized Partial Least Squares (gpls),0.9162900437153517
Model that has Linear Classifier?,Generalized Partial Least Squares (gpls),0.7823531404231734
Model that has Logistic Regression?,Generalized Partial Least Squares (gpls),0.8903930967777584
Model that has Partial Least Squares?,Generalized Partial Least Squares (gpls),0.7844324328508774
Model for Classification?,Heteroscedastic Discriminant Analysis (hda),0.9144051661320942
Model that has Discriminant Analysis?,Heteroscedastic Discriminant Analysis (hda),0.900214456173556
Model that has Linear Classifier?,Heteroscedastic Discriminant Analysis (hda),0.8100082196731151
Model that has Regularization?,Heteroscedastic Discriminant Analysis (hda),0.8583311480835366
Model for Classification?,High Dimensional Discriminant Analysis (hdda),0.8562949170099231
Model that has Discriminant Analysis?,High Dimensional Discriminant Analysis (hdda),0.9154094044222033
Model that has Linear Classifier?,High Dimensional Discriminant Analysis (hdda),0.8256163500888983
Model for Classification?,High-Dimensional Regularized Discriminant Analysis (hdrda),0.9102672214654185
Model that has Discriminant Analysis?,High-Dimensional Regularized Discriminant Analysis (hdrda),0.8244448665311097
Model that has Linear Classifier?,High-Dimensional Regularized Discriminant Analysis (hdrda),0.7999394427065603
Polynomial Model?,High-Dimensional Regularized Discriminant Analysis (hdrda),0.7464586024702475
Model that has Regularization?,High-Dimensional Regularized Discriminant Analysis (hdrda),0.910927923204129
Model for Regression?,Hybrid Neural Fuzzy Inference System (HYFIS),0.9145689898597181
Rule-Based Model?,Hybrid Neural Fuzzy Inference System (HYFIS),0.6596761741665418
Model for Regression?,Independent Component Regression (icr),0.8408088900283487
Model that has Feature Extraction?,Independent Component Regression (icr),0.7642831072753289
Model that has Linear Regression?,Independent Component Regression (icr),0.8518320268089385
Model for Classification?,C4.5-like Trees (J48),0.8574512560461242
Model that has Implicit Feature Selection?,C4.5-like Trees (J48),0.8885067362294633
Tree-Based Model?,C4.5-like Trees (J48),0.7392014247660944
Model for Classification?,Rule-Based Classifier (JRip),0.8452638696859752
Model that has Implicit Feature Selection?,Rule-Based Classifier (JRip),0.7665131315454872
Rule-Based Model?,Rule-Based Classifier (JRip),0.7586582557930781
Model for Classification?,Partial Least Squares (kernelpls),0.9682198954463592
Model for Regression?,Partial Least Squares (kernelpls),0.8480559341957918
Model that has Feature Extraction?,Partial Least Squares (kernelpls),0.9052645028889789
Model that has Kernel Method?,Partial Least Squares (kernelpls),0.7828070157022504
Model that has Linear Classifier?,Partial Least Squares (kernelpls),0.7629853444037364
Model that has Linear Regression?,Partial Least Squares (kernelpls),0.8332573120114525
Model that has Partial Least Squares?,Partial Least Squares (kernelpls),0.8764304373464484
Model for Classification?,k-Nearest Neighbors (kknn),0.8488213405081929
Model for Regression?,k-Nearest Neighbors (kknn),0.8445010310562594
Prototype Models?,k-Nearest Neighbors (kknn),0.6739613360636095
Model for Classification?,k-Nearest Neighbors (knn),0.9998499643095561
Model for Regression?,k-Nearest Neighbors (knn),0.9903597503920729
Prototype Models?,k-Nearest Neighbors (knn),0.7823019600287189
Model for Regression?,Polynomial Kernel Regularized Least Squares (krlsPoly),0.9469985381424837
Model that has Kernel Method?,Polynomial Kernel Regularized Least Squares (krlsPoly),0.8342717222304451
Model that has L2 Regularization?,Polynomial Kernel Regularized Least Squares (krlsPoly),0.7541713689933253
Polynomial Model?,Polynomial Kernel Regularized Least Squares (krlsPoly),0.629412050025616
Model for Regression?,Radial Basis Function Kernel Regularized Least Squares (krlsRadial),0.8863451039226679
Model that has Kernel Method?,Radial Basis Function Kernel Regularized Least Squares (krlsRadial),0.8746121229370629
Model that has L2 Regularization?,Radial Basis Function Kernel Regularized Least Squares (krlsRadial),0.9468461703793434
Model that has Radial Basis Function?,Radial Basis Function Kernel Regularized Least Squares (krlsRadial),0.8212712995389156
Model for Regression?,Least Angle Regression (lars),0.9937377183624453
Model that has Implicit Feature Selection?,Least Angle Regression (lars),0.9180658577853211
Model that has L1 Regularization?,Least Angle Regression (lars),0.9279031451901072
Model that has Linear Regression?,Least Angle Regression (lars),0.8373040883786877
Model for Regression?,Least Angle Regression (lars2),0.9340134465729127
Model that has Implicit Feature Selection?,Least Angle Regression (lars2),0.904802838599734
Model that has L1 Regularization?,Least Angle Regression (lars2),0.81789932551618
Model that has Linear Regression?,Least Angle Regression (lars2),0.8618358479553752
Model for Regression?,The lasso (lasso),0.969946656125865
Model that has Implicit Feature Selection?,The lasso (lasso),0.9303098449465783
Model that has L1 Regularization?,The lasso (lasso),0.7663373955066088
Model that has Linear Regression?,The lasso (lasso),0.891704925525953
Model for Classification?,Linear Discriminant Analysis (lda),0.9358163513457994
Model that has Discriminant Analysis?,Linear Discriminant Analysis (lda),0.8524744504547455
Model that has Linear Classifier?,Linear Discriminant Analysis (lda),0.903299386419247
Model for Classification?,Linear Discriminant Analysis (lda2),0.9035914163316952
Model that has Discriminant Analysis?,Linear Discriminant Analysis (lda2),0.8712764205318304
Model that has Linear Classifier?,Linear Discriminant Analysis (lda2),0.7579159542609748
Model for Regression?,Linear Regression with Backwards Selection (leapBackward),0.9819536078065748
Model that has Feature Selection Wrapper?,Linear Regression with Backwards Selection (leapBackward),0.9362443855928573
Model that has Linear Regression?,Linear Regression with Backwards Selection (leapBackward),0.8450609394873719
Model for Regression?,Linear Regression with Forward Selection (leapForward),0.804858409167152
Model that has Feature Selection Wrapper?,Linear Regression with Forward Selection (leapForward),0.8414470722374475
Model that has Linear Regression?,Linear Regression with Forward Selection (leapForward),0.8341545844339969
Model for Regression?,Linear Regression with Stepwise Selection (leapSeq),0.9023039548273022
Model that has Feature Selection Wrapper?,Linear Regression with Stepwise Selection (leapSeq),0.8541643145633122
Model that has Linear Regression?,Linear Regression with Stepwise Selection (leapSeq),0.7896467921587415
Model for Classification?,Robust Linear Discriminant Analysis (Linda),0.987285254757907
Model that has Discriminant Analysis?,Robust Linear Discriminant Analysis (Linda),0.8768779218424301
Model that has Linear Classifier?,Robust Linear Discriminant Analysis (Linda),0.7767144077504764
Robust Model?,Robust Linear Discriminant Analysis (Linda),0.6134890513013133
Model for Regression?,Linear Regression (lm),0.9281942323038681
What model Accepts Case Weights?,Linear Regression (lm),0.7905236450638181
Model that has Linear Regression?,Linear Regression (lm),0.8492647308181042
Model for Regression?,Linear Regression with Stepwise Selection (lmStepAIC),0.8820956040803114
What model Accepts Case Weights?,Linear Regression with Stepwise Selection (lmStepAIC),0.8831421617611944
Model that has Feature Selection Wrapper?,Linear Regression with Stepwise Selection (lmStepAIC),0.8555212982431614
Model that has Linear Regression?,Linear Regression with Stepwise Selection (lmStepAIC),0.7835501714511462
Model for Classification?,Logistic Model Trees (LMT),0.869130754241181
Model that has Implicit Feature Selection?,Logistic Model Trees (LMT),0.8655953549351677
Model that has Linear Classifier?,Logistic Model Trees (LMT),0.7805677647426644
Model that has Logistic Regression?,Logistic Model Trees (LMT),0.9097037741019154
Model Tree?,Logistic Model Trees (LMT),0.6843098280006528
Model for Classification?,Localized Linear Discriminant Analysis (loclda),0.8846523883642599
Model that has Discriminant Analysis?,Localized Linear Discriminant Analysis (loclda),0.7624055029586807
Model that has Linear Classifier?,Localized Linear Discriminant Analysis (loclda),0.8496506504854406
Model for Classification?,Bagged Logic Regression (logicBag),0.9917025926528502
Model for Regression?,Bagged Logic Regression (logicBag),0.987203449542468
Model that has Bagging?,Bagged Logic Regression (logicBag),0.8888326638962983
Model that has Binary Predictors Only?,Bagged Logic Regression (logicBag),0.8960578458693507
Ensemble Model?,Bagged Logic Regression (logicBag),0.6198122440529564
Model that has Linear Classifier?,Bagged Logic Regression (logicBag),0.7907404842901663
Model that has Linear Regression?,Bagged Logic Regression (logicBag),0.8584612241308952
Model that has Logic Regression?,Bagged Logic Regression (logicBag),0.8080684979952935
Model that has Logistic Regression?,Bagged Logic Regression (logicBag),0.8231157918666284
Model that has Two Class Only?,Bagged Logic Regression (logicBag),0.768380785444104
Model for Classification?,Boosted Logistic Regression (LogitBoost),0.8778940392792601
Model that has Boosting?,Boosted Logistic Regression (LogitBoost),0.8171820833332982
Ensemble Model?,Boosted Logistic Regression (LogitBoost),0.6301715578941816
Model that has Implicit Feature Selection?,Boosted Logistic Regression (LogitBoost),0.9048378695696875
Model that has Logistic Regression?,Boosted Logistic Regression (LogitBoost),0.9464239879707902
Tree-Based Model?,Boosted Logistic Regression (LogitBoost),0.6077285009635762
Model for Classification?,Logic Regression (logreg),0.8626704468682729
Model for Regression?,Logic Regression (logreg),0.8679347877066573
Model that has Binary Predictors Only?,Logic Regression (logreg),0.7965966253723428
Model that has Linear Classifier?,Logic Regression (logreg),0.7898045956214559
Model that has Linear Regression?,Logic Regression (logreg),0.8349110902915716
Model that has Logic Regression?,Logic Regression (logreg),0.7925777736596558
Model that has Logistic Regression?,Logic Regression (logreg),0.8400403970812409
Model that has Two Class Only?,Logic Regression (logreg),0.8710945464235682
Model for Classification?,Least Squares Support Vector Machine (lssvmLinear),0.822729715322384
Model that has Kernel Method?,Least Squares Support Vector Machine (lssvmLinear),0.9191763129810958
Model that has Linear Classifier?,Least Squares Support Vector Machine (lssvmLinear),0.8543731849888317
Model that has Support Vector Machines?,Least Squares Support Vector Machine (lssvmLinear),0.887277496520269
Model for Classification?,Least Squares Support Vector Machine with Polynomial Kernel (lssvmPoly),0.9299258246613427
Model that has Kernel Method?,Least Squares Support Vector Machine with Polynomial Kernel (lssvmPoly),0.8302987324266728
Polynomial Model?,Least Squares Support Vector Machine with Polynomial Kernel (lssvmPoly),0.6201490498760921
Model that has Support Vector Machines?,Least Squares Support Vector Machine with Polynomial Kernel (lssvmPoly),0.8205550910312688
Model for Classification?,Least Squares Support Vector Machine with Radial Basis Function Kernel (lssvmRadial),0.9856334117235268
Model that has Kernel Method?,Least Squares Support Vector Machine with Radial Basis Function Kernel (lssvmRadial),0.9441011059923784
Model that has Radial Basis Function?,Least Squares Support Vector Machine with Radial Basis Function Kernel (lssvmRadial),0.8795822163331313
Model that has Support Vector Machines?,Least Squares Support Vector Machine with Radial Basis Function Kernel (lssvmRadial),0.7637501801406794
Model for Classification?,Learning Vector Quantization (lvq),0.8345251097840922
Prototype Models?,Learning Vector Quantization (lvq),0.7794567669367924
Model for Regression?,Model Tree (M5),0.9823828844811969
Model that has Implicit Feature Selection?,Model Tree (M5),0.9205202654918364
Model that has Linear Regression?,Model Tree (M5),0.8695144368686104
Model Tree?,Model Tree (M5),0.6338131087105198
Rule-Based Model?,Model Tree (M5),0.7509764149192177
Tree-Based Model?,Model Tree (M5),0.7978153213458193
Model for Regression?,Model Rules (M5Rules),0.8164395097003685
Model that has Implicit Feature Selection?,Model Rules (M5Rules),0.7785927867993958
Model that has Linear Regression?,Model Rules (M5Rules),0.9480029887011032
Model Tree?,Model Rules (M5Rules),0.6593088313043542
Rule-Based Model?,Model Rules (M5Rules),0.6982738324452027
Model for Classification?,Model Averaged Naive Bayes Classifier (manb),0.9387607037774044
Bayesian Model?,Model Averaged Naive Bayes Classifier (manb),0.7630396438529379
Model that has Categorical Predictors Only?,Model Averaged Naive Bayes Classifier (manb),0.8264528033494792
Model for Classification?,Mixture Discriminant Analysis (mda),0.8946780647876162
Model that has Discriminant Analysis?,Mixture Discriminant Analysis (mda),0.7600834773181461
Mixture Model?,Mixture Discriminant Analysis (mda),0.7960248987162589
Model for Classification?,Maximum Uncertainty Linear Discriminant Analysis (Mlda),0.9781699448869825
Model that has Discriminant Analysis?,Maximum Uncertainty Linear Discriminant Analysis (Mlda),0.8789120993232183
Model that has Linear Classifier?,Maximum Uncertainty Linear Discriminant Analysis (Mlda),0.7751154915028259
Model for Classification?,Multi-Layer Perceptron (mlp),0.9433105833853804
Model for Regression?,Multi-Layer Perceptron (mlp),0.909916775872445
Model that has Neural Network?,Multi-Layer Perceptron (mlp),0.922825879752063
Model for Classification?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecay),0.9979434771571777
Model for Regression?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecay),0.8530330733026522
Model that has L2 Regularization?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecay),0.7726429427741698
Model that has Neural Network?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecay),0.8060816897011528
Model for Classification?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecayCost),0.8705625218205609
Model that has Cost Sensitive Learning?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecayCost),0.7724120831890994
Model that has L2 Regularization?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecayCost),0.803347034334544
Model that has Neural Network?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecayCost),0.8891578807913056
Model that has Two Class Only?,Multilayer Perceptron Network with Weight Decay (mlpKerasDecayCost),0.8091598637345956
Model for Classification?,Multilayer Perceptron Network with Dropout (mlpKerasDropout),0.8181770669971227
Model for Regression?,Multilayer Perceptron Network with Dropout (mlpKerasDropout),0.9728492894251541
Model that has Neural Network?,Multilayer Perceptron Network with Dropout (mlpKerasDropout),0.7748347800431364
Model for Classification?,Multilayer Perceptron Network with Dropout (mlpKerasDropoutCost),0.9845847188487287
Model that has Cost Sensitive Learning?,Multilayer Perceptron Network with Dropout (mlpKerasDropoutCost),0.8741804513991283
Model that has Neural Network?,Multilayer Perceptron Network with Dropout (mlpKerasDropoutCost),0.7801572128290563
Model that has Two Class Only?,Multilayer Perceptron Network with Dropout (mlpKerasDropoutCost),0.8193942650471533
Model for Classification?,"Multi-Layer Perceptron, with multiple layers (mlpML)",0.9459608586273056
Model for Regression?,"Multi-Layer Perceptron, with multiple layers (mlpML)",0.9003269950675299
Model that has Neural Network?,"Multi-Layer Perceptron, with multiple layers (mlpML)",0.7729362384843061
Model for Classification?,Multilayer Perceptron Network by Stochastic Gradient Descent (mlpSGD),0.950557160819402
Model for Regression?,Multilayer Perceptron Network by Stochastic Gradient Descent (mlpSGD),0.8692657847745842
Model that has L2 Regularization?,Multilayer Perceptron Network by Stochastic Gradient Descent (mlpSGD),0.8513117148595007
Model that has Neural Network?,Multilayer Perceptron Network by Stochastic Gradient Descent (mlpSGD),0.9352658022659647
Model for Classification?,Multi-Layer Perceptron (mlpWeightDecay),0.9013523946635073
Model for Regression?,Multi-Layer Perceptron (mlpWeightDecay),0.8232878068688148
Model that has L2 Regularization?,Multi-Layer Perceptron (mlpWeightDecay),0.7500152646492121
Model that has Neural Network?,Multi-Layer Perceptron (mlpWeightDecay),0.784920214482824
Model for Classification?,"Multi-Layer Perceptron, multiple layers (mlpWeightDecayML)",0.9539968919639376
Model for Regression?,"Multi-Layer Perceptron, multiple layers (mlpWeightDecayML)",0.9661542883720108
Model that has L2 Regularization?,"Multi-Layer Perceptron, multiple layers (mlpWeightDecayML)",0.9467672873992815
Model that has Neural Network?,"Multi-Layer Perceptron, multiple layers (mlpWeightDecayML)",0.7781643807579
Model for Classification?,Monotone Multi-Layer Perceptron Neural Network (monmlp),0.8600592506219623
Model for Regression?,Monotone Multi-Layer Perceptron Neural Network (monmlp),0.9124460948784299
Model that has Neural Network?,Monotone Multi-Layer Perceptron Neural Network (monmlp),0.9266405685408518
Model for Classification?,Multi-Step Adaptive MCP-Net (msaenet),0.8058885010071908
Model for Regression?,Multi-Step Adaptive MCP-Net (msaenet),0.9741295000638969
Generalized Linear Model?,Multi-Step Adaptive MCP-Net (msaenet),0.695358425898604
Model that has Implicit Feature Selection?,Multi-Step Adaptive MCP-Net (msaenet),0.8092109972812499
Model that has L1 Regularization?,Multi-Step Adaptive MCP-Net (msaenet),0.8998812010272119
Model that has L2 Regularization?,Multi-Step Adaptive MCP-Net (msaenet),0.7917375547138532
Model that has Linear Classifier?,Multi-Step Adaptive MCP-Net (msaenet),0.8635863453293923
Model that has Linear Regression?,Multi-Step Adaptive MCP-Net (msaenet),0.8930214088027703
Model for Classification?,Penalized Multinomial Regression (multinom),0.9738654089406475
What model Accepts Case Weights?,Penalized Multinomial Regression (multinom),0.815580886747293
Model that has L2 Regularization?,Penalized Multinomial Regression (multinom),0.7683071999115804
Model that has Linear Classifier?,Penalized Multinomial Regression (multinom),0.8101619717924342
Model that has Logistic Regression?,Penalized Multinomial Regression (multinom),0.929015702295609
Model that has Neural Network?,Penalized Multinomial Regression (multinom),0.7968155139245224
Model for Classification?,Neural Network (mxnet),0.962057418052673
Model for Regression?,Neural Network (mxnet),0.9943976507385767
Model that has Neural Network?,Neural Network (mxnet),0.8133170784290271
Model for Classification?,Neural Network (mxnetAdam),0.820783860269938
Model for Regression?,Neural Network (mxnetAdam),0.9439364145019469
Model that has Neural Network?,Neural Network (mxnetAdam),0.8324882233906481
Model for Classification?,Naive Bayes (naive_bayes),0.9748521079933001
Bayesian Model?,Naive Bayes (naive_bayes),0.7279807752836802
Model for Classification?,Naive Bayes (nb),0.962876752119227
Bayesian Model?,Naive Bayes (nb),0.7349383972325017
Model for Classification?,Naive Bayes Classifier (nbDiscrete),0.9228110720115931
Bayesian Model?,Naive Bayes Classifier (nbDiscrete),0.6640427970046977
Model that has Categorical Predictors Only?,Naive Bayes Classifier (nbDiscrete),0.8080070504319263
Model for Classification?,Semi-Naive Structure Learner Wrapper (nbSearch),0.9827630936082559
Bayesian Model?,Semi-Naive Structure Learner Wrapper (nbSearch),0.6000056741782157
Model that has Categorical Predictors Only?,Semi-Naive Structure Learner Wrapper (nbSearch),0.8094146002008377
Model for Regression?,Neural Network (neuralnet),0.9786935054712096
Model that has Neural Network?,Neural Network (neuralnet),0.8837877212800473
Model for Classification?,Neural Network (nnet),0.8874610429589813
Model for Regression?,Neural Network (nnet),0.832551048951881
What model Accepts Case Weights?,Neural Network (nnet),0.8143176477065769
Model that has L2 Regularization?,Neural Network (nnet),0.9338724816127506
Model that has Neural Network?,Neural Network (nnet),0.8388628946394272
Model for Regression?,Non-Negative Least Squares (nnls),0.8246778088443294
Model that has Linear Regression?,Non-Negative Least Squares (nnls),0.9387296142296232
Model for Classification?,Tree-Based Ensembles (nodeHarvest),0.8604581881078348
Model for Regression?,Tree-Based Ensembles (nodeHarvest),0.8188546907315761
Ensemble Model?,Tree-Based Ensembles (nodeHarvest),0.6599707248557376
Model that has Implicit Feature Selection?,Tree-Based Ensembles (nodeHarvest),0.9086520521844482
Tree-Based Model?,Tree-Based Ensembles (nodeHarvest),0.688869690677244
Model that has Two Class Only?,Tree-Based Ensembles (nodeHarvest),0.8761248048196797
Model for Classification?,Non-Informative Model (null),0.8736255408179326
Model for Regression?,Non-Informative Model (null),0.8503805410827705
Model for Classification?,Single Rule Classification (OneR),0.8033462659549679
Model that has Implicit Feature Selection?,Single Rule Classification (OneR),0.9358061603001089
Rule-Based Model?,Single Rule Classification (OneR),0.6882789862460279
Model for Classification?,Penalized Ordinal Regression (ordinalNet),0.9332959672207707
Generalized Linear Model?,Penalized Ordinal Regression (ordinalNet),0.7362056874322738
Model that has Implicit Feature Selection?,Penalized Ordinal Regression (ordinalNet),0.7753496287622607
Model that has L1 Regularization?,Penalized Ordinal Regression (ordinalNet),0.8677800993356806
Model that has L2 Regularization?,Penalized Ordinal Regression (ordinalNet),0.9258246420939154
Model that has Linear Classifier?,Penalized Ordinal Regression (ordinalNet),0.941153166326617
Model that has Linear Regression?,Penalized Ordinal Regression (ordinalNet),0.789810552827973
Model that has Ordinal Outcomes?,Penalized Ordinal Regression (ordinalNet),0.8838680190517053
Model for Classification?,Random Forest (ordinalRF),0.8138770609452604
Model that has Bagging?,Random Forest (ordinalRF),0.9102228283572465
Ensemble Model?,Random Forest (ordinalRF),0.6889527153136402
Model that has Implicit Feature Selection?,Random Forest (ordinalRF),0.8792409101112263
Model that has Ordinal Outcomes?,Random Forest (ordinalRF),0.940713616251189
Model that has Random Forest?,Random Forest (ordinalRF),0.8661450184971335
Model for Classification?,Oblique Random Forest (ORFlog),0.983344347403944
Ensemble Model?,Oblique Random Forest (ORFlog),0.7378719281580384
Model that has Implicit Feature Selection?,Oblique Random Forest (ORFlog),0.7637775627143771
Model that has Logistic Regression?,Oblique Random Forest (ORFlog),0.7665166317531149
Model that has Oblique Tree?,Oblique Random Forest (ORFlog),0.8307202566909947
Model that has Random Forest?,Oblique Random Forest (ORFlog),0.8548212452565174
Model that has Two Class Only?,Oblique Random Forest (ORFlog),0.9198787501714638
Model for Classification?,Oblique Random Forest (ORFpls),0.9494371101544403
Ensemble Model?,Oblique Random Forest (ORFpls),0.6168998563091583
Model that has Implicit Feature Selection?,Oblique Random Forest (ORFpls),0.9422534194305021
Model that has Oblique Tree?,Oblique Random Forest (ORFpls),0.7874218873662178
Model that has Partial Least Squares?,Oblique Random Forest (ORFpls),0.8604571881464939
Model that has Random Forest?,Oblique Random Forest (ORFpls),0.8071420945377468
Model that has Two Class Only?,Oblique Random Forest (ORFpls),0.7890751313004972
Model for Classification?,Oblique Random Forest (ORFridge),0.8133324695342264
Ensemble Model?,Oblique Random Forest (ORFridge),0.6001843262237059
Model that has Implicit Feature Selection?,Oblique Random Forest (ORFridge),0.8257549869964876
Model that has L2 Regularization?,Oblique Random Forest (ORFridge),0.8223895988031396
Model that has Oblique Tree?,Oblique Random Forest (ORFridge),0.8150373820080421
Model that has Random Forest?,Oblique Random Forest (ORFridge),0.8679705494695225
Model that has Ridge Regression?,Oblique Random Forest (ORFridge),0.8169992321718773
Model that has Two Class Only?,Oblique Random Forest (ORFridge),0.7659165184151696
Model for Classification?,Oblique Random Forest (ORFsvm),0.9903062079670596
Ensemble Model?,Oblique Random Forest (ORFsvm),0.6891563989032061
Model that has Implicit Feature Selection?,Oblique Random Forest (ORFsvm),0.8450811632033453
Model that has Kernel Method?,Oblique Random Forest (ORFsvm),0.8682033051981919
Model that has Oblique Tree?,Oblique Random Forest (ORFsvm),0.8033506967061292
Model that has Random Forest?,Oblique Random Forest (ORFsvm),0.8757700777749651
Model that has Two Class Only?,Oblique Random Forest (ORFsvm),0.754851811086558
Model for Classification?,Optimal Weighted Nearest Neighbor Classifier (ownn),0.9439398042590457
Prototype Models?,Optimal Weighted Nearest Neighbor Classifier (ownn),0.7098383024089646
Model for Classification?,Nearest Shrunken Centroids (pam),0.833364047870013
Model that has Implicit Feature Selection?,Nearest Shrunken Centroids (pam),0.8048774009682204
Model that has Linear Classifier?,Nearest Shrunken Centroids (pam),0.8598533147415838
Prototype Models?,Nearest Shrunken Centroids (pam),0.7174975396068362
Model for Classification?,Parallel Random Forest (parRF),0.9733756811743077
Model for Regression?,Parallel Random Forest (parRF),0.8578156467051208
Model that has Bagging?,Parallel Random Forest (parRF),0.9184627556755641
Ensemble Model?,Parallel Random Forest (parRF),0.6860219780855256
Model that has Implicit Feature Selection?,Parallel Random Forest (parRF),0.7967259072390439
Model that has Random Forest?,Parallel Random Forest (parRF),0.9248546765240426
Model for Classification?,Rule-Based Classifier (PART),0.9799537748561818
Model that has Implicit Feature Selection?,Rule-Based Classifier (PART),0.926198402608243
Rule-Based Model?,Rule-Based Classifier (PART),0.6775880537983154
Model for Classification?,partDSA (partDSA),0.8943388753796856
Model for Regression?,partDSA (partDSA),0.954976303425642
Model for Classification?,Neural Networks with Feature Extraction (pcaNNet),0.8148633724686265
Model for Regression?,Neural Networks with Feature Extraction (pcaNNet),0.8762535083276285
What model Accepts Case Weights?,Neural Networks with Feature Extraction (pcaNNet),0.8298419110411763
Model that has Feature Extraction?,Neural Networks with Feature Extraction (pcaNNet),0.8524402539469393
Model that has L2 Regularization?,Neural Networks with Feature Extraction (pcaNNet),0.8484339877181837
Model that has Neural Network?,Neural Networks with Feature Extraction (pcaNNet),0.8706591567912677
Model for Regression?,Principal Component Analysis (pcr),0.9517622495340248
Model that has Feature Extraction?,Principal Component Analysis (pcr),0.7674887163598507
Model that has Linear Regression?,Principal Component Analysis (pcr),0.882309611526699
Model for Classification?,Penalized Discriminant Analysis (pda),0.9816107418867522
What model Accepts Case Weights?,Penalized Discriminant Analysis (pda),0.7156756151107514
Model that has Discriminant Analysis?,Penalized Discriminant Analysis (pda),0.8009153502697285
Polynomial Model?,Penalized Discriminant Analysis (pda),0.7838658556446572
Model for Classification?,Penalized Discriminant Analysis (pda2),0.9551881756303766
What model Accepts Case Weights?,Penalized Discriminant Analysis (pda2),0.7342005888483581
Model that has Discriminant Analysis?,Penalized Discriminant Analysis (pda2),0.9312439270735792
Polynomial Model?,Penalized Discriminant Analysis (pda2),0.6986934107684966
Model for Regression?,Penalized Linear Regression (penalized),0.8120093813044288
Model that has Implicit Feature Selection?,Penalized Linear Regression (penalized),0.8103979840912442
Model that has L1 Regularization?,Penalized Linear Regression (penalized),0.759964192624057
Model that has L2 Regularization?,Penalized Linear Regression (penalized),0.796268448664828
Model that has Linear Regression?,Penalized Linear Regression (penalized),0.8133561823133344
Model for Classification?,Penalized Linear Discriminant Analysis (PenalizedLDA),0.9221504219766249
Model that has Discriminant Analysis?,Penalized Linear Discriminant Analysis (PenalizedLDA),0.7972621998778768
Model that has Implicit Feature Selection?,Penalized Linear Discriminant Analysis (PenalizedLDA),0.7919626308509582
Model that has L1 Regularization?,Penalized Linear Discriminant Analysis (PenalizedLDA),0.8046215770079451
Model that has Linear Classifier?,Penalized Linear Discriminant Analysis (PenalizedLDA),0.9276066663885643
Model for Classification?,Penalized Logistic Regression (plr),0.9525271565456642
Model that has L2 Regularization?,Penalized Logistic Regression (plr),0.7884376303073808
Model that has Linear Classifier?,Penalized Logistic Regression (plr),0.8059404862968848
Model that has Logistic Regression?,Penalized Logistic Regression (plr),0.7721373904850457
Model for Classification?,Partial Least Squares (pls),0.9970917971568575
Model for Regression?,Partial Least Squares (pls),0.8363321026418665
Model that has Feature Extraction?,Partial Least Squares (pls),0.8262422920347425
Model that has Linear Classifier?,Partial Least Squares (pls),0.8280980659963197
Model that has Linear Regression?,Partial Least Squares (pls),0.9433957314706373
Model that has Partial Least Squares?,Partial Least Squares (pls),0.9223876196744016
Model for Classification?,Partial Least Squares Generalized Linear Models  (plsRglm),0.9149973026587946
Model for Regression?,Partial Least Squares Generalized Linear Models  (plsRglm),0.9585414887084722
Generalized Linear Models?,Partial Least Squares Generalized Linear Models  (plsRglm),0.7184040485374547
