Question,Answer,Score
What is Bagged AdaBoost?,Bagged AdaBoost is a model of machine learning used for regression.,-0.9348171374475986
How i use Radial Basis Function Network?,Radial Basis Function Network is implemented in Caret under the library RSNNS. The method in Caret to use this model is rbfDDA.,0.9542712972793664
What is Ridge Regression with Variable Selection?,Ridge Regression with Variable Selection is a model of machine learning used for classification.,-0.9822047528672424
What is Adaptive Mixture Discriminant Analysis?,Adaptive Mixture Discriminant Analysis is a model of machine learning used for regression.,-1.0241773862081476
How i use Random Forest by Randomization?,Random Forest by Randomization is implemented in Caret under the library extraTrees. The method in Caret to use this model is extraTrees.,0.9119865422230722
What is Relevance Vector Machines with Linear Kernel?,Relevance Vector Machines with Linear Kernel is a model of machine learning used for classification.,-0.8602971924694454
What is Model Tree?,Model Tree is a model of machine learning used for regression.,0.850571094998205
What is Generalized Additive Model using Splines?,Generalized Additive Model using Splines is a model of machine learning used for classification and regression.,0.8958429579611774
How i use Rotation Forest?,"Rotation Forest is implemented in Caret under the library rpart, plyr, rotationForest. The method in Caret to use this model is rotationForestCp.",0.8780928942827124
What is the DoubleML package?,"Implementation of the double/debiased machine learning framework of Chernozhukov et al. (2018) <doi:10.1111/ectj.12097> for partially linear regression models, partially linear instrumental variable regression models, interactive regression models and interactive instrumental variable regression models. 'DoubleML' allows estimation of the nuisance parts in these models by machine learning methods and computation of the Neyman orthogonal score functions. 'DoubleML' is built on top of 'mlr3' and the 'mlr3' ecosystem. The object-oriented implementation of 'DoubleML' based on the 'R6' package is very flexible.",0.8811688761905937
What are the tuning parameters of Penalized Linear Discriminant Analysis?,"Penalized Linear Discriminant Analysis have the following tuning parameters: lambda, K.",0.8829263691648296
What is the rgenoud package?,A genetic algorithm plus derivative optimizer.,0.8919716615904969
What are the tuning parameters of k-Nearest Neighbors?,"k-Nearest Neighbors have the following tuning parameters: kmax, distance, kernel.",0.7784950376330831
What is AdaBoost Classification Trees?,AdaBoost Classification Trees is a model of machine learning used for classification.,0.9505778821674076
What is the RoughSets package?,"Implementations of algorithms for data analysis based on the rough set theory (RST) and the fuzzy rough set theory (FRST). We not only provide implementations for the basic concepts of RST and FRST but also popular algorithms that derive from those theories. The methods included in the package can be divided into several categories based on their functionality: discretization, feature selection, instance selection, rule induction and classification based on nearest neighbors. RST was introduced by Zdzisław Pawlak in 1982 as a sophisticated mathematical tool to model and process imprecise or incomplete information. By using the indiscernibility relation for objects/instances, RST does not require additional parameters to analyze the data. FRST is an extension of RST. The FRST combines concepts of vagueness and indiscernibility that are expressed with fuzzy sets (as proposed by Zadeh, in 1965) and RST.",0.9685003754994038
What is glmnet?,glmnet is a model of machine learning used for classification and regression.,0.9783591610797866
How i use Parallel Random Forest?,"Parallel Random Forest is implemented in Caret under the library e1071, randomForest, foreach, import. The method in Caret to use this model is parRF.",0.9043758938246824
What is Cubist?,Cubist is a model of machine learning used for regression.,0.785160770403111
What is the kernlab package?,"Kernel-based machine learning methods for classification, regression, clustering, novelty detection, quantile regression and dimensionality reduction. Among other methods 'kernlab' includes Support Vector Machines, Spectral Clustering, Kernel PCA, Gaussian Processes and a QP solver.",0.900582777778391
What is Partial Least Squares?,Partial Least Squares is a model of machine learning used for classification and regression.,0.8589176232518922
What is Robust SIMCA?,Robust SIMCA is a model of machine learning used for classification.,0.9702134136132026
What are the tuning parameters of Penalized Linear Regression?,"Penalized Linear Regression have the following tuning parameters: lambda1, lambda2.",0.8726853102000216
What is Support Vector Machines with Class Weights?,Support Vector Machines with Class Weights is a model of machine learning used for regression.,-0.8856975822329357
How i use Radial Basis Function Kernel Regularized Least Squares?,"Radial Basis Function Kernel Regularized Least Squares is implemented in Caret under the library KRLS, kernlab. The method in Caret to use this model is krlsRadial.",0.9152400199325452
How i use High Dimensional Discriminant Analysis?,High Dimensional Discriminant Analysis is implemented in Caret under the library HDclassif. The method in Caret to use this model is hdda.,0.814726563752381
What are the tuning parameters of Conditional Inference Tree?,Conditional Inference Tree have the following tuning parameters: mincriterion.,0.8492705999606531
What is the ICEbox package?,"Implements Individual Conditional Expectation (ICE) plots, a tool for visualizing the model estimated by any supervised learning algorithm. ICE plots refine Friedman's partial dependence plot by graphing the functional relationship between the predicted response and a covariate of interest for individual observations. Specifically, ICE plots highlight the variation in the fitted values across the range of a covariate of interest, suggesting where and to what extent they may exist.",0.8074323926082186
What is Boosted Tree?,Boosted Tree is a model of machine learning used for classification and regression.,1.1233879485177949
How i use Fuzzy Rules Using Chi's Method?,Fuzzy Rules Using Chi's Method is implemented in Caret under the library frbs. The method in Caret to use this model is FRBCS.CHI.,0.9688056127381384
What are the tuning parameters of Model Rules?,"Model Rules have the following tuning parameters: pruned, smoothed.",0.7225690789075389
How i use Quadratic Discriminant Analysis with Stepwise Feature Selection?,"Quadratic Discriminant Analysis with Stepwise Feature Selection is implemented in Caret under the library klaR, MASS. The method in Caret to use this model is stepQDA.",0.8726466399237814
What is the evclass package?,"Different evidential distance-based classifiers, which provide outputs in the form of Dempster-Shafer mass functions. The methods are: the evidential K-nearest neighbor rule and the evidential neural network.",0.928902626580624
What is Neural Network?,Neural Network is a model of machine learning used for regression.,0.8867206726327567
What are the tuning parameters of The Bayesian lasso?,The Bayesian lasso have the following tuning parameters: sparsity.,0.9722953479627396
What are the tuning parameters of Robust Mixture Discriminant Analysis?,"Robust Mixture Discriminant Analysis have the following tuning parameters: K, model.",1.0059440485388886
What are the tuning parameters of Support Vector Machines with Spectrum String Kernel?,"Support Vector Machines with Spectrum String Kernel have the following tuning parameters: length, C.",0.917809488992782
What is Linear Regression with Forward Selection?,Linear Regression with Forward Selection is a model of machine learning used for regression.,0.9050365363133176
What are the tuning parameters of Non-Convex Penalized Quantile Regression?,"Non-Convex Penalized Quantile Regression have the following tuning parameters: lambda, penalty.",1.0552090399530232
What is Weighted Subspace Random Forest?,Weighted Subspace Random Forest is a model of machine learning used for classification.,0.9208380625901182
How i use Partial Least Squares?,Partial Least Squares is implemented in Caret under the library pls. The method in Caret to use this model is pls.,0.954432718916704
What is the mlpack package?,"A fast, flexible machine learning library, written in C++, that aims to provide fast, extensible implementations of cutting-edge machine learning algorithms. See also Curtin et al. (2018) <doi:10.21105/joss.00726>.",0.7882607562352426
What is High Dimensional Discriminant Analysis?,High Dimensional Discriminant Analysis is a model of machine learning used for regression.,-0.8223775500418232
What is Dynamic Evolving Neural-Fuzzy Inference System?,Dynamic Evolving Neural-Fuzzy Inference System is a model of machine learning used for classification.,-0.8923291201274923
What are the tuning parameters of Projection Pursuit Regression?,Projection Pursuit Regression have the following tuning parameters: nterms.,0.9567834333776274
What is Bayesian Ridge Regression?,Bayesian Ridge Regression is a model of machine learning used for classification.,-0.826592322346698
What is Binary Discriminant Analysis?,Binary Discriminant Analysis is a model of machine learning used for regression.,-0.7631132135549692
What are the tuning parameters of Tree Augmented Naive Bayes Classifier with Attribute Weighting?,"Tree Augmented Naive Bayes Classifier with Attribute Weighting have the following tuning parameters: score, smooth.",1.004304629711878
What is the xgboost package?,"Extreme Gradient Boosting, which is an efficient implementation of the gradient boosting framework from Chen & Guestrin (2016) <doi:10.1145/2939672.2939785>. This package is its R interface. The package includes efficient linear model solver and tree learning algorithms. The package can automatically do parallel computation on a single machine which could be more than 10 times faster than existing gradient boosting packages. It supports various objective functions, including regression, classification and ranking. The package is made to be extensible, so that users are also allowed to define their own objectives easily.",0.8507595369284688
What are the tuning parameters of Linear Regression with Forward Selection?,Linear Regression with Forward Selection have the following tuning parameters: nvmax.,0.9073709605979242
How i use Maximum Uncertainty Linear Discriminant Analysis?,Maximum Uncertainty Linear Discriminant Analysis is implemented in Caret under the library HiDimDA. The method in Caret to use this model is Mlda.,0.9020707671364464
What is Multivariate Adaptive Regression Spline?,Multivariate Adaptive Regression Spline is a model of machine learning used for classification and regression.,0.8781800341015342
How i use Generalized Additive Model using Splines?,Generalized Additive Model using Splines is implemented in Caret under the library mgcv. The method in Caret to use this model is gam.,0.7801884424397185
What is Negative Binomial Generalized Linear Model?,Negative Binomial Generalized Linear Model is a model of machine learning used for classification.,-0.8963115036156449
How i use Rotation Forest?,Rotation Forest is implemented in Caret under the library rotationForest. The method in Caret to use this model is rotationForest.,0.9346286674296718
What is Linear Discriminant Analysis with Stepwise Feature Selection?,Linear Discriminant Analysis with Stepwise Feature Selection is a model of machine learning used for classification.,0.7903516283803802
How i use Multi-Layer Perceptron?,Multi-Layer Perceptron is implemented in Caret under the library RSNNS. The method in Caret to use this model is mlpWeightDecay.,1.1049277412260297
What are the tuning parameters of Bagged Flexible Discriminant Analysis?,"Bagged Flexible Discriminant Analysis have the following tuning parameters: degree, nprune.",0.7856280073632028
What is the ahaz package?,Computationally efficient procedures for regularized estimation with the semiparametric additive hazards regression model.,0.6308977094562868
What is Penalized Logistic Regression?,Penalized Logistic Regression is a model of machine learning used for classification.,0.8647178136107866
What is Linear Discriminant Analysis with Stepwise Feature Selection?,Linear Discriminant Analysis with Stepwise Feature Selection is a model of machine learning used for regression.,-0.8844638457307797
What is the bst package?,"Functional gradient descent algorithm for a variety of convex and non-convex loss functions, for both classical and robust regression and classification problems. See Wang (2011) <doi:10.2202/1557-4679.1304>, Wang (2012) <doi:10.3414/ME11-02-0020>, Wang (2018) <doi:10.1080/10618600.2018.1424635>, Wang (2018) <doi:10.1214/18-EJS1404>.",0.9569250841182771
What is Support Vector Machines with Polynomial Kernel?,Support Vector Machines with Polynomial Kernel is a model of machine learning used for classification and regression.,0.816095217934674
What are the tuning parameters of Fuzzy Rules Using Chi's Method?,"Fuzzy Rules Using Chi's Method have the following tuning parameters: num.labels, type.mf.",0.9908234551667788
What is CHi-squared Automated Interaction Detection?,CHi-squared Automated Interaction Detection is a model of machine learning used for regression.,-0.994065344533412
What is Robust Linear Discriminant Analysis?,Robust Linear Discriminant Analysis is a model of machine learning used for regression.,-0.9235822152321964
What is AdaBoost.M1?,AdaBoost.M1 is a model of machine learning used for classification.,0.7893469509132787
What is Naive Bayes?,Naive Bayes is a model of machine learning used for regression.,-0.8577453618402369
What are the tuning parameters of CART?,CART have the following tuning parameters: cp.,0.8603439016413187
How i use Multilayer Perceptron Network by Stochastic Gradient Descent?,"Multilayer Perceptron Network by Stochastic Gradient Descent is implemented in Caret under the library FCNN4R, plyr. The method in Caret to use this model is mlpSGD.",0.980877846679922
What are the tuning parameters of Regularized Random Forest?,"Regularized Random Forest have the following tuning parameters: mtry, coefReg, coefImp.",0.9121350176730828
What is Simplified TSK Fuzzy Rules?,Simplified TSK Fuzzy Rules is a model of machine learning used for regression.,0.9558383732553626
What is the relaxo package?,"Relaxed Lasso is a generalisation of the Lasso shrinkage technique for linear regression. Both variable selection and parameter estimation is achieved by regular Lasso, yet both steps do not necessarily use the same penalty parameter. The results include all standard Lasso solutions but allow often for sparser models while having similar or even slightly better predictive performance if many predictor variables are present. The package depends on the LARS package.",0.7503613887498088
What are the tuning parameters of Bayesian Additive Regression Trees?,"Bayesian Additive Regression Trees have the following tuning parameters: num_trees, k, alpha, beta, nu.",0.9187585437919874
What is Linear Discriminant Analysis?,Linear Discriminant Analysis is a model of machine learning used for regression.,-0.9232072350579136
What is Bayesian Additive Regression Trees?,Bayesian Additive Regression Trees is a model of machine learning used for classification and regression.,0.9882872770201144
How i use Fuzzy Rules with Weight Factor?,Fuzzy Rules with Weight Factor is implemented in Caret under the library frbs. The method in Caret to use this model is FRBCS.W.,1.02023651768994
What is Penalized Discriminant Analysis?,Penalized Discriminant Analysis is a model of machine learning used for regression.,-0.9459862780645656
What is the picasso package?,"Computationally efficient tools for fitting generalized linear model with convex or non-convex penalty. Users can enjoy the superior statistical property of non-convex penalty such as SCAD and MCP which has significantly less estimation error and overfitting compared to convex penalty such as lasso and ridge. Computation is handled by multi-stage convex relaxation and the PathwIse CAlibrated Sparse Shooting algOrithm (PICASSO) which exploits warm start initialization, active set updating, and strong rule for coordinate preselection to boost computation, and attains a linear convergence to a unique sparse local optimum with optimal statistical properties. The computation is memory-optimized using the sparse matrix output.",0.8269661250814493
What is Least Squares Support Vector Machine with Polynomial Kernel?,Least Squares Support Vector Machine with Polynomial Kernel is a model of machine learning used for classification.,0.7224285368082952
What are the tuning parameters of Partial Least Squares?,Partial Least Squares have the following tuning parameters: ncomp.,0.7557560439997109
What is Rule-Based Classifier?,Rule-Based Classifier is a model of machine learning used for classification.,0.919003870890098
What is the RXshrink package?,"Functions are provided to calculate and display ridge TRACE diagnostics for a wide variety of alternative shrinkage Paths. While all methods focus on Maximum Likelihood estimation of unknown true effects under Normal-distribution theory, some estimates are modified to be Unbiased or to have ""Correct Range"" when estimating either [1] the noncentrality of the F-ratio for testing that true Beta coefficients are Zeros or [2] the ""relative"" MSE Risk (i.e. MSE divided by true sigma-square, where the ""relative"" variance of OLS is known.) The eff.ridge() function implements the ""Efficient Shrinkage Path"" introduced in Obenchain (2021) <arXiv:2103.05161>. This new ""p-Parameter"" Shrinkage-Path always passes through the vector of regression coefficient estimates Most-Likely to achieve the overall Optimal Variance-Bias Trade-Off and is the shortest Path with this property. Functions eff.aug() and eff.biv() augment the calculations made by eff.ridge() to provide plots of the bivariate confidence ellipses corresponding to any of the p*(p-1) possible ordered pairs of shrunken regression coefficients.",0.9347601740143616
What is Generalized Additive Model using Splines?,Generalized Additive Model using Splines is a model of machine learning used for classification and regression.,0.7184108012971271
What is the RPMM package?,"Recursively Partitioned Mixture Model for Beta and Gaussian Mixtures. This is a model-based clustering algorithm that returns a hierarchy of classes, similar to hierarchical clustering, but also similar to finite mixture models.",0.9387961711680368
What is Semi-Naive Structure Learner Wrapper?,Semi-Naive Structure Learner Wrapper is a model of machine learning used for classification.,1.0312854814873431
What is Variational Bayesian Multinomial Probit Regression?,Variational Bayesian Multinomial Probit Regression is a model of machine learning used for classification.,0.9138219168499676
What is Multilayer Perceptron Network with Weight Decay?,Multilayer Perceptron Network with Weight Decay is a model of machine learning used for classification.,0.8081410233190858
What are the tuning parameters of glmnet?,"glmnet have the following tuning parameters: alpha, lambda.",0.8244455774284245
How i use Conditional Inference Random Forest?,Conditional Inference Random Forest is implemented in Caret under the library party. The method in Caret to use this model is cforest.,0.9938601842330652
How i use Random Forest?,"Random Forest is implemented in Caret under the library e1071, ranger, dplyr, ordinalForest. The method in Caret to use this model is ordinalRF.",0.9097662219657852
What are the tuning parameters of Cubist?,"Cubist have the following tuning parameters: committees, neighbors.",0.8784809241801624
What is Random Ferns?,Random Ferns is a model of machine learning used for regression.,-0.912028037769112
What are the tuning parameters of Self-Organizing Maps?,"Self-Organizing Maps have the following tuning parameters: xdim, ydim, user.weights, topo.",0.7713125713231894
What are the tuning parameters of Simplified TSK Fuzzy Rules?,"Simplified TSK Fuzzy Rules have the following tuning parameters: num.labels, max.iter.",0.8245223683179046
What is the pdp package?,"A general framework for constructing partial dependence (i.e., marginal effect) plots from various types machine learning models in R.",0.7664705529133604
How i use Boosted Linear Model?,"Boosted Linear Model is implemented in Caret under the library bst, plyr. The method in Caret to use this model is BstLm.",1.1168303477692567
How i use Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems?,Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems is implemented in Caret under the library frbs. The method in Caret to use this model is GFS.LT.RS.,0.7451746634317594
What is AdaBoost.M1?,AdaBoost.M1 is a model of machine learning used for regression.,-0.9371602844603796
How i use ROC-Based Classifier?,ROC-Based Classifier is implemented in Caret under the library rocc. The method in Caret to use this model is rocc.,0.933891524522175
What is Quadratic Discriminant Analysis?,Quadratic Discriminant Analysis is a model of machine learning used for regression.,-0.9016371185224268
What are the tuning parameters of Support Vector Machines with Boundrange String Kernel?,"Support Vector Machines with Boundrange String Kernel have the following tuning parameters: length, C.",0.8341827788020091
What is the klaR package?,"Miscellaneous functions for classification and visualization, e.g. regularized discriminant analysis, sknn() kernel-density naive Bayes, an interface to 'svmlight' and stepclass() wrapper variable selection for supervised classification, partimat() visualization of classification rules and shardsplot() of cluster results as well as kmodes() clustering for categorical data, corclust() variable clustering, variable extraction from different variable clustering models and weight of evidence preprocessing.",0.6930636726495046
What are the tuning parameters of Bagged Model?,Bagged Model have the following tuning parameters: vars.,0.7939365062905391
What is Generalized Linear Model?,Generalized Linear Model is a model of machine learning used for classification and regression.,0.753874406635067
What is Boosted Smoothing Spline?,Boosted Smoothing Spline is a model of machine learning used for classification and regression.,0.7082692434675439
What is Hybrid Neural Fuzzy Inference System?,Hybrid Neural Fuzzy Inference System is a model of machine learning used for regression.,0.7057455037663327
What is Single Rule Classification?,Single Rule Classification is a model of machine learning used for regression.,-0.7869922493258867
What is eXtreme Gradient Boosting?,eXtreme Gradient Boosting is a model of machine learning used for classification and regression.,0.8499511202539812
What is the mpath package?,"Algorithms compute concave convex (CC) estimators including robust (penalized) generalized linear models and robust support vector machines via the COCO - composite optimization by conjugation operator. The package also contains penalized Poisson, negative binomial, zero-inflated Poisson, zero-inflated negative binomial regression models and robust models with non-convex loss functions. Wang et al. (2014) <doi:10.1002/sim.6314>, Wang et al. (2015) <doi:10.1002/bimj.201400143>, Wang et al. (2016) <doi:10.1177/0962280214530608>, Wang (2021) <doi:10.1007/s11749-021-00770-2>, Wang (2020) <arXiv:2010.02848>.",0.817005031023347
How i use eXtreme Gradient Boosting?,"eXtreme Gradient Boosting is implemented in Caret under the library xgboost, plyr. The method in Caret to use this model is xgbTree.",0.7716048084288055
How i use Ridge Regression with Variable Selection?,Ridge Regression with Variable Selection is implemented in Caret under the library foba. The method in Caret to use this model is foba.,1.1081634908655371
What is Relevance Vector Machines with Radial Basis Function Kernel?,Relevance Vector Machines with Radial Basis Function Kernel is a model of machine learning used for regression.,0.902945540224639
What are the tuning parameters of Support Vector Machines with Polynomial Kernel?,"Support Vector Machines with Polynomial Kernel have the following tuning parameters: degree, scale, C.",0.9099583963782254
What is the party package?,"A computational toolbox for recursive partitioning. The core of the package is ctree(), an implementation of conditional inference trees which embed tree-structured regression models into a well defined theory of conditional inference procedures. This non-parametric class of regression trees is applicable to all kinds of regression problems, including nominal, ordinal, numeric, censored as well as multivariate response variables and arbitrary measurement scales of the covariates. Based on conditional inference trees, cforest() provides an implementation of Breiman's random forests. The function mob() implements an algorithm for recursive partitioning based on parametric models (e.g. linear models, GLMs or survival regression) employing parameter instability tests for split selection. Extensible functionality for visualizing tree-structured regression models is available. The methods are described in Hothorn et al. (2006) <doi:10.1198/106186006X133933>, Zeileis et al. (2008) <doi:10.1198/106186008X319331> and Strobl et al. (2007) <doi:10.1186/1471-2105-8-25>.",1.0114779204929447
What is Fuzzy Inference Rules by Descent Method?,Fuzzy Inference Rules by Descent Method is a model of machine learning used for classification.,-0.7847859645822836
What is Bayesian Regularized Neural Networks?,Bayesian Regularized Neural Networks is a model of machine learning used for regression.,1.0371284229656184
What is Independent Component Regression?,Independent Component Regression is a model of machine learning used for regression.,1.217655715250415
What are the tuning parameters of Ridge Regression?,Ridge Regression have the following tuning parameters: lambda.,0.8522682520258759
How i use Sparse Mixture Discriminant Analysis?,Sparse Mixture Discriminant Analysis is implemented in Caret under the library sparseLDA. The method in Caret to use this model is smda.,0.9493004486282748
What are the tuning parameters of Optimal Weighted Nearest Neighbor Classifier?,Optimal Weighted Nearest Neighbor Classifier have the following tuning parameters: K.,0.7987718656870572
What is the islasso package?,"An implementation of the induced smoothing (IS) idea to lasso regularization models to allow estimation and inference on the model coefficients (currently hypothesis testing only). Linear, logistic, Poisson and gamma regressions with several link functions are implemented. The algorithm is described in the original paper: Cilluffo, G., Sottile, G., La Grutta, S. and Muggeo, V. (2019) The Induced Smoothed lasso: A practical framework for hypothesis testing in high dimensional regression. <doi:10.1177/0962280219842890>, and discussed in a tutorial: Sottile, G., Cilluffo, G., and Muggeo, V. (2019) The R package islasso: estimation and hypothesis testing in lasso regression. <doi:10.13140/RG.2.2.16360.11521>.",0.8593513827383483
What are the tuning parameters of Oblique Random Forest?,Oblique Random Forest have the following tuning parameters: mtry.,0.8316001206817918
What are the tuning parameters of Principal Component Analysis?,Principal Component Analysis have the following tuning parameters: ncomp.,0.9092792356188306
How i use Linear Regression with Stepwise Selection?,Linear Regression with Stepwise Selection is implemented in Caret under the library leaps. The method in Caret to use this model is leapSeq.,0.9347862346761804
What are the tuning parameters of Penalized Discriminant Analysis?,Penalized Discriminant Analysis have the following tuning parameters: df.,1.0148820653533046
How i use Conditional Inference Tree?,Conditional Inference Tree is implemented in Caret under the library party. The method in Caret to use this model is ctree2.,1.0082793336745086
What is the ROCR package?,"ROC graphs, sensitivity/specificity curves, lift charts, and precision/recall plots are popular examples of trade-off visualizations for specific pairs of performance measures. ROCR is a flexible tool for creating cutoff-parameterized 2D performance curves by freely combining two from over 25 performance measures (new performance measures can be added using a standard interface). Curves from different cross-validation or bootstrapping runs can be averaged by different methods, and standard deviations, standard errors or box plots can be used to visualize the variability across the runs. The parameterization can be visualized by printing cutoff values at the corresponding curve positions, or by coloring the curve according to cutoff. All components of a performance plot can be quickly adjusted using a flexible parameter dispatching mechanism. Despite its flexibility, ROCR is easy to use, with only three commands and reasonable default values for all optional parameters.",0.8365092168647381
What is Subtractive Clustering and Fuzzy c-Means Rules?,Subtractive Clustering and Fuzzy c-Means Rules is a model of machine learning used for classification.,-0.9604291100344544
How i use C5.0?,"C5.0 is implemented in Caret under the library C50, plyr. The method in Caret to use this model is C5.0.",0.8195249889579181
How i use Relevance Vector Machines with Polynomial Kernel?,Relevance Vector Machines with Polynomial Kernel is implemented in Caret under the library kernlab. The method in Caret to use this model is rvmPoly.,1.0851336717787805
What is Tree Augmented Naive Bayes Classifier with Attribute Weighting?,Tree Augmented Naive Bayes Classifier with Attribute Weighting is a model of machine learning used for regression.,-0.9559253257399845
"What is Multi-Layer Perceptron, multiple layers?","Multi-Layer Perceptron, multiple layers is a model of machine learning used for classification and regression.",0.9041153778698844
What are the tuning parameters of L2 Regularized Linear Support Vector Machines with Class Weights?,"L2 Regularized Linear Support Vector Machines with Class Weights have the following tuning parameters: cost, Loss, weight.",0.9665746011691096
What is Multi-Layer Perceptron?,Multi-Layer Perceptron is a model of machine learning used for classification and regression.,0.961080913527978
What is the evtree package?,"Commonly used classification and regression tree methods like the CART algorithm are recursive partitioning methods that build the model in a forward stepwise search. Although this approach is known to be an efficient heuristic, the results of recursive tree methods are only locally optimal, as splits are chosen to maximize homogeneity at the next step only. An alternative way to search over the parameter space of trees is to use global optimization methods like evolutionary algorithms. The 'evtree' package implements an evolutionary algorithm for learning globally optimal classification and regression trees in R. CPU and memory-intensive tasks are fully computed in C++ while the 'partykit' package is leveraged to represent the resulting trees in R, providing unified infrastructure for summaries, visualizations, and predictions.",0.9928908175291002
What are the tuning parameters of Generalized Linear Model with Stepwise Feature Selection?,Generalized Linear Model with Stepwise Feature Selection have the following tuning parameters: None.,0.8826692223023987
What is Semi-Naive Structure Learner Wrapper?,Semi-Naive Structure Learner Wrapper is a model of machine learning used for regression.,-0.9770325918484908
What is Spike and Slab Regression?,Spike and Slab Regression is a model of machine learning used for classification.,-0.934925995545565
How i use Stabilized Linear Discriminant Analysis?,Stabilized Linear Discriminant Analysis is implemented in Caret under the library ipred. The method in Caret to use this model is slda.,0.7741611482321149
What is Neural Networks with Feature Extraction?,Neural Networks with Feature Extraction is a model of machine learning used for classification and regression.,0.9660731561332028
What is Distance Weighted Discrimination with Polynomial Kernel?,Distance Weighted Discrimination with Polynomial Kernel is a model of machine learning used for regression.,-0.9738608797582112
What are the tuning parameters of Multi-Layer Perceptron?,"Multi-Layer Perceptron have the following tuning parameters: size, decay.",0.6380962699780733
What is the abess package?,"Extremely efficient toolkit for solving the best subset selection problem <arXiv:2110.09697>. This package is its R interface. The package implements and generalizes algorithms designed in <doi:10.1073/pnas.2014241117> that exploits a novel sequencing-and-splicing technique to guarantee exact support recovery and globally optimal solution in polynomial times for linear model. It also supports best subset selection for logistic regression, Poisson regression, Cox proportional hazard model, Gamma regression, multiple-response regression, multinomial logistic regression, (sequential) principal component analysis, and robust principal component analysis. The other valuable features such as the best subset of group selection <arXiv:2104.12576> and sure independence screening <doi:10.1111/j.1467-9868.2008.00674.x> are also provided.",0.7967707464205045
What are the tuning parameters of k-Nearest Neighbors?,k-Nearest Neighbors have the following tuning parameters: k.,0.9034889470399392
What are the tuning parameters of Fuzzy Rules via MOGUL?,"Fuzzy Rules via MOGUL have the following tuning parameters: max.gen, max.iter, max.tune.",0.9300046622555628
What is the ranger package?,"A fast implementation of Random Forests, particularly suited for high dimensional data. Ensembles of classification, regression, survival and probability prediction trees are supported. Data from genome-wide association studies can be analyzed efficiently. In addition to data frames, datasets of class 'gwaa.data' (R package 'GenABEL') and 'dgCMatrix' (R package 'Matrix') can be directly analyzed.",0.8509522762063171
What is Regularized Logistic Regression?,Regularized Logistic Regression is a model of machine learning used for classification.,0.9011826170849484
What is Support Vector Machines with Radial Basis Function Kernel?,Support Vector Machines with Radial Basis Function Kernel is a model of machine learning used for classification and regression.,0.7823688121748676
What is the splitTools package?,"Fast, lightweight toolkit for data splitting. Data sets can be partitioned into disjoint groups (e.g. into training, validation, and test) or into (repeated) k-folds for subsequent cross-validation. Besides basic splits, the package supports stratified, grouped as well as blocked splitting. Furthermore, cross-validation folds for time series data can be created. See e.g. Hastie et al. (2001) <doi:10.1007/978-0-387-84858-7> for the basic background on data partitioning and cross-validation.",0.9409769423339444
What is Binary Discriminant Analysis?,Binary Discriminant Analysis is a model of machine learning used for classification.,0.912240397715381
What is Regularized Random Forest?,Regularized Random Forest is a model of machine learning used for classification and regression.,0.7788064770794092
How i use L2 Regularized Linear Support Vector Machines with Class Weights?,L2 Regularized Linear Support Vector Machines with Class Weights is implemented in Caret under the library LiblineaR. The method in Caret to use this model is svmLinearWeights2.,1.091261383694703
What is the grpreg package?,"Efficient algorithms for fitting the regularization path of linear regression, GLM, and Cox regression models with grouped penalties. This includes group selection methods such as group lasso, group MCP, and group SCAD as well as bi-level selection methods such as the group exponential lasso, the composite MCP, and the group bridge. For more information, see Breheny and Huang (2009) <doi:10.4310/sii.2009.v2.n3.a10>, Huang, Breheny, and Ma (2012) <doi:10.1214/12-sts392>, Breheny and Huang (2015) <doi:10.1007/s11222-013-9424-2>, and Breheny (2015) <doi:10.1111/biom.12300>, or visit the package homepage <https://pbreheny.github.io/grpreg/>.",0.8853442757399431
How i use Least Squares Support Vector Machine with Polynomial Kernel?,Least Squares Support Vector Machine with Polynomial Kernel is implemented in Caret under the library kernlab. The method in Caret to use this model is lssvmPoly.,0.8539294668085666
What are the tuning parameters of Penalized Ordinal Regression?,"Penalized Ordinal Regression have the following tuning parameters: alpha, criteria, link.",1.0162368057876072
What is Multilayer Perceptron Network by Stochastic Gradient Descent?,Multilayer Perceptron Network by Stochastic Gradient Descent is a model of machine learning used for classification and regression.,0.973273535107258
What are the tuning parameters of Fuzzy Rules Using the Structural Learning Algorithm on Vague Environment?,"Fuzzy Rules Using the Structural Learning Algorithm on Vague Environment have the following tuning parameters: num.labels, max.iter, max.gen.",0.9068477747611414
What is the joinet package?,"Implements high-dimensional multivariate regression by stacked generalisation (Rauschenberger 2021 <doi:10.1093/bioinformatics/btab576>). For positively correlated outcomes, a single multivariate regression is typically more predictive than multiple univariate regressions. Includes functions for model fitting, extracting coefficients, outcome prediction, and performance measurement. If required, install MRCE or remMap from GitHub (<https://github.com/cran/MRCE>, <https://github.com/cran/remMap>).",0.9400878854656504
What is Radial Basis Function Kernel Regularized Least Squares?,Radial Basis Function Kernel Regularized Least Squares is a model of machine learning used for classification.,-0.9196157951162532
What are the tuning parameters of Logistic Model Trees?,Logistic Model Trees have the following tuning parameters: iter.,1.0166371206768086
What is Multilayer Perceptron Network with Weight Decay?,Multilayer Perceptron Network with Weight Decay is a model of machine learning used for regression.,-1.026344515826074
